count	volume	first_ref	form	gloss	proposed_root	rule	root_meaning
1	BOM	BOM 1nephi 20:9	אֶחֱטָם־לָךְ	will I refrain from you	חטמ	strong	stop
1	BOM	BOM 1nephi 20:11	לְהֵחָלֵל	to be polluted	חלל	strong	to begin
1	BOM	BOM 1nephi 22:14	עִקְּשָׁה	hath perverted	עקש	strong	(עִקֵּשׁ) perverse
1	BOM	BOM 1nephi 22:22	הַנּוֹסְדָה	which is established	יסד	I-yod (vav for yod)	to found, establish, lay a foundation
1	BOM	BOM 1nephi 22:29	אֶעֱרֹב	durst I	ערב	strong	(עֶרֶב) evening; (מַעֲרָב) west; (עֲרָבָה) A
1	BOM	BOM 2nephi 1:3	בְּהַזְהִירוֹ	in warning	זהר	strong	(הִזְהִיר) to warn, admonish, exhort; (זֹהַר
1	BOM	BOM 2nephi 1:10	בְּהַחֲזִיקָם	having kept	חזק	heuristic	(חָזָק) strong, mighty; to strengthen; (הֶחֱ
1	BOM	BOM 2nephi 1:10	וּבְהוּבְלָם	and having been brought	הבל	heuristic	(הֶבֶל) breath, vanity; Abel
1	BOM	BOM 2nephi 1:13	וּנְתַקְתֶּם	and shake off	נתק	heuristic	broken
1	BOM	BOM 2nephi 1:14	רוֹעֵד	trembling	רעד	strong	tremble
1	BOM	BOM 2nephi 1:17	וְנִשְׁמַדְתֶּם	and destroyed	שמד	heuristic	be destroyed
1	BOM	BOM 2nephi 1:21	נֶחֱרָצִים	determined	חרה	heuristic	burned
1	BOM	BOM 2nephi 2:14	וּלְלִמּוּדְכֶם	and for your learning	למד	heuristic	(לָמַד) to learn, teach; (תַּלְמִיד) discipl
1	BOM	BOM 2nephi 2:26	וּבִגְאָלְתָּם	and because that they are redeemed	גאל	heuristic	to redeem, deliver; kinsman-redeemer
1	BOM	BOM 2nephi 3:17	אַתִּיר	will I loose	תור	hollow (mater)	(תּוּר) to spy out, search
1	BOM	BOM 2nephi 4:12	כְּרַחֲשֵׁי	according to the feelings of	רחש	strong	gush
1	BOM	BOM 2nephi 4:14	אֻלַּצְתִּי	I was constrained	אלצ	strong	press
1	BOM	BOM 2nephi 4:18	לְהַכְשִׁילֵנִי	cause me to stumble	כשל	strong	stumble
1	BOM	BOM 2nephi 4:22	עַד־רָעֲדָם	unto the causing of them to quake	עוד	hollow	(עוֹד) again, still, yet
1	BOM	BOM 2nephi 4:26	וְתִתְמַהְמַהּ	and linger		(no analysis)	
1	BOM	BOM 2nephi 4:31	הֲתַעֲשֵׂנִי	will you make me	עשנ	strong	smoke
1	BOM	BOM 2nephi 4:32	תִּסָּגֵרְנָה	may be shut	סגר	strong	shut it
1	BOM	BOM 2nephi 4:33	הֲתַעֲטֵנִי	will you clothe me	עטנ	strong	
1	BOM	BOM 2nephi 5:5	וַיַּזְהִירֵנִי	and warned me	זהר	strong	(הִזְהִיר) to warn, admonish, exhort; (זֹהַר
1	BOM	BOM 2nephi 5:6	בְּאַזְהָרוֹת	in the warnings	זהר	strong	(הִזְהִיר) to warn, admonish, exhort; (זֹהַר
1	BOM	BOM 2nephi 5:18	לְמָשְׁחֵנִי	to anoint me	שחנ	strong	
1	BOM	BOM 2nephi 5:32	בַחֲקוּקַי	with my engravings	חקק	strong	(חֹק) statute, law; (חָקַק) to inscribe, dec
1	BOM	BOM 2nephi 7:1	הִזְנַחְתִּיךְ	have I cast you off		(no analysis)	
1	BOM	BOM 2nephi 9:9	הַמִּתְחַפֵּשׂ	who transforms himself	חפש	strong	(חׇפְשִׁי) free, at liberty; (חִפֵּשׂ) to se
1	BOM	BOM 2nephi 9:17	וְהִשָּׁלֵם	and must	שלמ	strong	make
1	BOM	BOM 2nephi 9:24	הִדּוֹן	must	דונ	hollow (mater)	
1	BOM	BOM 2nephi 9:27	וַיְבַזְבֵּז	and wasted		(no analysis)	
1	BOM	BOM 2nephi 9:28	יַזְנִיחוּהָ	they set it aside		(no analysis)	
1	BOM	BOM 2nephi 9:34	לַמְכַזֵּב	unto the liar	כזב	strong	unto the liar
1	BOM	BOM 2nephi 9:46	וְנֶאֱלַצְתֶּם	and be constrained	אלה	heuristic	(אֵלֶּה) these; (אָלָה) oath, curse
1	BOM	BOM 2nephi 9:47	הַאֶעֲכֹר	would I harrow up	עכר	strong	(עָכַר) to trouble; Achor
1	BOM	BOM 2nephi 9:51	יַשְׂבִּיעַ	satisfies	שבע	strong	seven; to swear, take an oath
1	BOM	BOM 2nephi 10:6	חָרְבָּן	destruction	חרב	heuristic	(חֶרֶב) sword; (חֹרֶב) waste, drought
1	BOM	BOM 2nephi 10:19	וְלַנִּמְנִים	and unto those numbered	נומ	heuristic	slumber
1	BOM	BOM 2nephi 10:20	נוֹרִיד	shall we hang down	ירד	I-yod (vav for yod)	to go down, descend
1	BOM	BOM 2nephi 10:24	הִתְרַצּוֹתְכֶם	you are reconciled	ארצ	heuristic	land
1	BOM	BOM 2nephi 10:25	תְּהַלְלוּהוּ	you may praise Him	הלל	heuristic	(הָלַל) to praise, boast; (תְּהִלָּה) praise
1	BOM	BOM 2nephi 12:7	לְאֹצְרֹתָם	of their treasures	אצר	heuristic	(אוֹצָר) treasure, storehouse; (אָצַר) to la
1	BOM	BOM 2nephi 12:8	אֶצְבְּעֹתֵיהֶם	their own fingers		(no analysis)	
1	BOM	BOM 2nephi 13:24	כְּוִי	burning	כוה	lamed-yod (yod hides the he)	prick
1	BOM	BOM 2nephi 15:28	רַעֲמָתָם	their roaring	רעה	heuristic	(רַעְיָה) my love; (מִרְעֶה) pasture
1	BOM	BOM 2nephi 16:11	תֵּשָׁאֶה	be wasted	שאה	strong	rush
1	BOM	BOM 2nephi 24:2	הַיְעוּדָה	of promise	עוד	hollow (mater)	(עוֹד) again, still, yet
1	BOM	BOM 2nephi 25:6	כּוֹתְבָם	write them	במה	lamed-yod / III-he	elevation
1	BOM	BOM 2nephi 25:7	אֶמְשִׁיךְ	I shall proceed with	משכ	strong	sow
1	BOM	BOM 2nephi 25:7	תִּשָּׁלַמְנָה	they shall be fulfilled	שלמ	strong	make
1	BOM	BOM 2nephi 25:20	נְשִׁיכַת	the biting of	שוכ	hollow (mater)	entwine
1	BOM	BOM 2nephi 25:23	וּלְהִתְרַצּוֹת	and to be reconciled	רוצ	hollow	run
1	BOM	BOM 2nephi 26:5	וִירַסְּקוּם	and crush them		(no analysis)	
1	BOM	BOM 2nephi 26:7	כִּלָּנִי	consumed me	נכל	I-nun (dagesh)	defraud
1	BOM	BOM 2nephi 26:16	לְלַחֵשׁ	to whisper	לחש	strong	whisper
1	BOM	BOM 2nephi 26:22	כְּקִשְׁרֵי	according to the combinations of	קשר	strong	conspiracy
1	BOM	BOM 2nephi 26:25	הֲיִקְרָא	does He cry	קרא	strong	(קָרָא) to call, proclaim, read; (מִקְרָא) c
1	BOM	BOM 2nephi 27:27	לַסְתִּיר	to hide	סתר	strong	to hide, conceal; secret
1	BOM	BOM 2nephi 28:1	הֶאֱלִיצַנִי	has constrained me	אלצ	strong	press
1	BOM	BOM 2nephi 28:13	בְגַאֲוָתָם	in their pride	גאה	heuristic	(גַּאֲוָה) pride; (גָּאָה) to be exalted
1	BOM	BOM 2nephi 28:21	וְיַרְגִּיעַ	and shall pacify	רגע	strong	moment; to be at rest
1	BOM	BOM 2nephi 29:8	גַם־עֵדוּתָם	also their testimony	גממ	geminate	
1	BOM	BOM 2nephi 29:11	הַנִּכְתָּבִים	which shall be written		(no analysis)	
1	BOM	BOM 2nephi 29:12	הוֹבַלְתִּי	I have led away	יבל	I-yod (vav for yod)	(יָבַל) to lead, carry; (הוֹבִיל) to lead; (
1	BOM	BOM 2nephi 31:12	הַנִּטְבָּל	he who is baptized	טבל	strong	be baptized
1	BOM	BOM 2nephi 31:14	וְנִטְבַּלְתֶּם	and you shall be baptized	טבל	heuristic	be baptized
1	BOM	BOM 2nephi 31:19	הֲנִגְמַר	is it finished	גמר	strong	to finish, complete
1	BOM	BOM 2nephi 32:4	דְפַקְתֶּם	you knocked	דפק	heuristic	knock
1	BOM	BOM 2nephi 32:9	תִתְרַפּוּ	you faint	רפה	heuristic	to sink, relax, grow slack; to fail
1	BOM	BOM 2nephi 33:3	וְתַרְטַבְנָה	and shall water	רטב	strong	be moist
1	BOM	BOM 3nephi 1:4	שְׁאֵת	majesty	אתה	lamed-yod / III-he	you
1	BOM	BOM 3nephi 2:8	אֶת־זְמַנָּם	their time	זמנ	heuristic	(זְמָן) time, appointed season; (הִזְמִין) t
1	BOM	BOM 3nephi 3:2	חׇזְקְךָ	your strength	חזק	heuristic	(חָזָק) strong, mighty; to strengthen; (הֶחֱ
1	BOM	BOM 3nephi 3:2	בְּהַחֲזִיקְכֶם	in your holding fast	חזק	heuristic	(חָזָק) strong, mighty; to strengthen; (הֶחֱ
1	BOM	BOM 3nephi 3:3	וְהַשְׁמִידוּם	and destroy them		(no analysis)	
1	BOM	BOM 3nephi 3:4	וּבְבׇחֳנִי	and having proved	בחנ	strong	test
1	BOM	BOM 3nephi 3:4	גָּמוּר	utter	גמר	strong	to finish, complete
1	BOM	BOM 3nephi 3:5	חׇזְקְכֶם	your strength	חזק	heuristic	(חָזָק) strong, mighty; to strengthen; (הֶחֱ
1	BOM	BOM 3nephi 3:10	בְּמׇנְעֲכֶם	in your retaining	מנע	heuristic	to withhold, restrain
1	BOM	BOM 3nephi 3:12	לְהַפְחִידוֹ	to frighten him	פחד	strong	fear of
1	BOM	BOM 3nephi 3:14	וְחׇזְקָם	and their strength	חזק	heuristic	(חָזָק) strong, mighty; to strengthen; (הֶחֱ
1	BOM	BOM 3nephi 3:21	נוֹחִיל	we shall wait	יחל	I-yod (vav for yod)	began
1	BOM	BOM 3nephi 4:16	הַחִיצֹנִים	the outer ones	חיה	heuristic	(חַי) living; (חָיָה) to live; (תְּחִיָּה) r
1	BOM	BOM 3nephi 4:29	וְקִשְׁרֵי	and the conspiracies of	קשר	strong	conspiracy
1	BOM	BOM 3nephi 4:29	הוּפַל	was cast down	פלה	lamed-yod / III-he	distinguish
1	BOM	BOM 3nephi 5:4	אֶת־שְׁבוּיֵיהֶם	their captives	ביי	heuristic	
1	BOM	BOM 3nephi 6:2	אֶת־כׇּל־צֵידָתָם	all their provisions	ציד	heuristic	food
1	BOM	BOM 3nephi 6:14	לְהִתְפָּרֵק	to break up	פרק	strong	chapters
1	BOM	BOM 3nephi 6:15	וּלְהַגְבִּיהָם	and to inflate them	הגה	heuristic	(הָגָה) to utter, ponder, meditate
1	BOM	BOM 3nephi 6:22	עוֹרֵךְ	a lawyer of	ערכ	strong	order
1	BOM	BOM 3nephi 6:29	וּלְחַלֵּץ	and to rescue	חלצ	strong	deliver
1	BOM	BOM 3nephi 7:8	וְכַחֲזִירָה	and like a sow	חזר	strong	(חָזַר) to return, repeat; (הֶחֱזִיר) to res
1	BOM	BOM 3nephi 7:8	בְּרֶפֶשׁ	in mire	רפש	strong	trample
1	BOM	BOM 3nephi 7:13	מֵהֶשֵּׂג	from being overtaken	נשג	I-nun (dagesh)	(הִשִּׂיג) to reach, obtain, attain
1	BOM	BOM 3nephi 8:2	טָעָה	erred	טעה	strong	wander
1	BOM	BOM 3nephi 8:6	הִרְעִיד	it shook	רעד	strong	tremble
1	BOM	BOM 3nephi 8:15	שִׁבְרָן	their damage	רנה	lamed-yod / III-he	into singing
1	BOM	BOM 3nephi 8:18	וּבִנְקִיקִים	and in cracks	נקק	heuristic	
1	BOM	BOM 3nephi 8:21	לְהַדְלִיק	to kindle	דלק	strong	flame
1	BOM	BOM 3nephi 8:25	וְגֵרַשְׁנוּם	and driven them out		(no analysis)	
1	BOM	BOM 3nephi 9:10	וּבְרָגְמָם	and in their stoning	רגמ	heuristic	cast together
1	BOM	BOM 3nephi 9:11	תִּסָּתֵרְנָה	they shall be hidden	סתר	strong	to hide, conceal; secret
1	BOM	BOM 3nephi 10:2	וּמִלְּיַלֵל	and from wailing	ילל	heuristic	to howl, wail
1	BOM	BOM 3nephi 10:9	מִרְעוֹד	from trembling	רעד	strong	tremble
1	BOM	BOM 3nephi 12:26	אֶת־הַסֶּנִין	the senine	סננ	heuristic	
1	BOM	BOM 3nephi 12:30	אֶת־צְלָבְכֶם	your cross	צלב	heuristic	(צְלָב) cross; (צָלַב) to crucify
1	BOM	BOM 3nephi 12:44	הַמַּלְעִיבִים	them which despitefully use		(no analysis)	
1	BOM	BOM 3nephi 13:5	וּבְהִתְפַּלֶּלְךָ	and when you pray		(no analysis)	
1	BOM	BOM 3nephi 13:6	בְּהִתְפַּלֶּלְךָ	when you pray		(no analysis)	
1	BOM	BOM 3nephi 15:19	נִבְדַּלְתֶּם	you were separated	בדל	heuristic	(בָּדַל) to divide, separate; (הִבְדִּיל) to
1	BOM	BOM 3nephi 15:24	נִמְנֵיתֶם	you are numbered	מנה	heuristic	(מָנָה) to count, number, appoint; (מִנְיָן)
1	BOM	BOM 3nephi 16:4	הַנָּפוֹץ	who shall be scattered	פוצ	hollow (mater)	disperse
1	BOM	BOM 3nephi 16:7	מַעַלְכֶם	your unbelief	מעל	heuristic	(מַעַל) unfaithfulness, unbelief; (מְעִיל) r
1	BOM	BOM 3nephi 17:8	לְרַפְּאֹתְכֶם	to heal you	רפא	heuristic	healing
1	BOM	BOM 3nephi 17:9	וּפִסְחֵיהֶם	and their lame	פסח	heuristic	(פֶּסַח) passover; (פִּסֵּחַ) lame
1	BOM	BOM 3nephi 17:10	גַּם־הַנִּרְפָּאִים	both as many as were healed	גממ	geminate	
1	BOM	BOM 3nephi 18:11	וְלַנִּטְבָּלִים	and is baptized		(no analysis)	
1	BOM	BOM 3nephi 18:22	תִמְנָעוּם	forbid them not		(no analysis)	
1	BOM	BOM 3nephi 18:29	וּמְנַעְתֶּם	you shall forbid	עתמ	strong	glow
1	BOM	BOM 3nephi 18:31	וּמְנוּיִים	and numbered	יומ	hollow	day
1	BOM	BOM 3nephi 19:7	גַם־הַתַּלְמִידִים	also the disciples	גממ	geminate	
1	BOM	BOM 3nephi 19:25	בְּהִתְפַּלְלָם	as they did pray		(no analysis)	
1	BOM	BOM 3nephi 21:10	יַזִּיקוּ	shall they hurt	זקק	geminate	(זָקַק) to refine, purge; (זִקִּים) chains
1	BOM	BOM 3nephi 24:6	נִכְלֵיתֶם	consumed	כלל	heuristic	(כֹּל) all, every, whole; (כָּלִיל) wholly
1	BOM	BOM 3nephi 24:8	גְזַלְנוּךָ	have we robbed you		(no analysis)	
1	BOM	BOM 3nephi 25:2	וּגְדַלְתֶּם	and grow up	גדל	heuristic	(גָּדוֹל) great; to grow; (מִגְדָּל) tower
1	BOM	BOM 3nephi 26:1	וַיְבָאֵרָם	and expounded them	באר	heuristic	(בְּאֵר) well; (בֵּאֵר) to explain
1	BOM	BOM 3nephi 26:3	תִּגֹּל	shall be rolled together	גלה	lamed-yod / III-he	to uncover, reveal; to go into exile
1	BOM	BOM 3nephi 26:5	מִקְבִּילִים	being on a parallel	קבל	heuristic	(קִבֵּל) to receive, accept
1	BOM	BOM 3nephi 26:16	הִבִּיעוּ	they uttered	עוה	lamed-yod / III-he	crook
1	BOM	BOM 3nephi 26:17	כׇל־הַנִּטְבָּלִים	all who were baptized		(no analysis)	
1	BOM	BOM 3nephi 27:27	אֵיזֶה	what manner of	נזה	I-nun	(הִזָּה) to sprinkle, spatter
1	BOM	BOM 3nephi 27:29	הַשּׁוֹאֵל	he that asketh	יאל	I-yod (vav for yod)	be slack
1	BOM	BOM 3nephi 27:32	בַּהֲשִׁיבִי	even in turning	שוב	hollow (mater)	to return, repent, turn back; repentance
1	BOM	BOM 3nephi 28:18	וַיַּטְבִּילוּם	baptizing them		(no analysis)	
1	BOM	BOM 3nephi 28:35	נֶעֱלָב	offended	עלה	heuristic	(עָלָה) to go up, ascend; (עֹלָה) burnt offe
1	BOM	BOM 3nephi 29:4	וְהִשִּׂיגַתְכֶם	it shall overtake you		(no analysis)	
1	BOM	BOM 4nephi 1:27	הִתְיַמְּרוּ	professed	תמר	strong	palm
1	BOM	BOM 4nephi 1:34	הוֹבִילוּם	led them		(no analysis)	
1	BOM	BOM 4nephi 1:42	וּקְשָׁרֵי	and combinations of	קשר	strong	conspiracy
1	BOM	BOM alma 1:12	גַם־בִּקַּשְׁתָּ	also have you sought	גממ	geminate	
1	BOM	BOM alma 1:16	מֵהִתְפַּשֵּׁט	from spreading	פשט	strong	strip
1	BOM	BOM alma 1:26	לֹא־הֶחְשִׁיב	did not esteem	חשב	strong	(חָשַׁב) to think, suppose, devise, reckon; 
1	BOM	BOM alma 1:26	מִן־הַלּוֹמֵד	than the learner	למד	strong	(לָמַד) to learn, teach; (תַּלְמִיד) discipl
1	BOM	BOM alma 3:18	בְּהָחֵלָּם	when they began	חלמ	strong	be
1	BOM	BOM alma 3:18	לְהַתְווֹת	to mark	תוה	lamed-yod / III-he	mark out
1	BOM	BOM alma 4:6	וּמִשְׁיָם	and their silk	שומ	hollow (mater)	put
1	BOM	BOM alma 4:12	גַּבָּם	their backs	גבה	heuristic	high
1	BOM	BOM alma 4:15	אֶת־כׇּל־פִּלְיָתָם	all their inequality	פלל	heuristic	to pray, intercede
1	BOM	BOM alma 5:7	וַיְקִיצֵם	and awoke them	קצצ	heuristic	chop off
1	BOM	BOM alma 5:7	הוּאֲרוּ	were illuminated	ארו	strong	Horo
1	BOM	BOM alma 5:9	וְשׁוֹאֵל	and again ask	יאל	I-yod (vav for yod)	be slack
1	BOM	BOM alma 5:9	וַתִּרְחַבְנָה	and were expanded	רחב	strong	to be wide, broad; breadth, width
1	BOM	BOM alma 5:14	הֲנוֹלַדְתֶּם	have you spiritually been born		(no analysis)	
1	BOM	BOM alma 5:21	לְהִטָּהֵר	purified	טהר	strong	to be pure, clean; purity, purification
1	BOM	BOM alma 5:26	חַשְׁתֶּם	you have felt	נחש	heuristic	serpent
1	BOM	BOM alma 5:30	הַמַּלְעִיג	who makes a mock	לעג	strong	be mocked
1	BOM	BOM alma 5:37	הַמִּתְנַפְּחִים	you that are puffed up		(no analysis)	
1	BOM	BOM alma 5:53	לְהִתְנַפֵּחַ	be puffed up	נפח	strong	puff
1	BOM	BOM alma 7:6	הִתְנַשֵּׂאתֶם	you are not lifted up	אנש	heuristic	to be weak, mortal; man, mankind
1	BOM	BOM alma 7:23	לְהִתְרַצּוֹת	to be entreated	רוצ	hollow	run
1	BOM	BOM alma 7:26	וְהַקֶּשֶׁב	and heed	קשב	strong	heed
1	BOM	BOM alma 8:26	וַאֲסַפְתָּנִי	and taken me in	אספ	strong	receive
1	BOM	BOM alma 9:1	כְּהַחֵלִּי	as I began	חלה	lamed-yod (yod hides the he)	to be sick, weak; to entreat
1	BOM	BOM alma 9:32	יַשְׁלִיכֻנִי	they might cast me	שלכ	strong	throw
1	BOM	BOM alma 9:33	לְקַחְתֵּנִי	to take me	לקח	strong	to take, receive, get
1	BOM	BOM alma 9:33	וּלְהַשְׁלִיכֵנִי	and cast me	שלכ	strong	throw
1	BOM	BOM alma 10:4	רָכַשְׁתִּי	I have acquired	רכש	strong	(רְכוּשׁ) property, substance; (רָכַשׁ) to a
1	BOM	BOM alma 10:7	תַאֲכִיל	you shall feed	אכל	strong	(אָכַל) to eat, consume, devour; (מַאֲכָל) f
1	BOM	BOM alma 10:18	לְעַקֵּשׁ	to pervert	עקש	strong	(עִקֵּשׁ) perverse
1	BOM	BOM alma 10:23	נֶחְמַלְתֶּם	you are spared	חמל	heuristic	He did spare
1	BOM	BOM alma 11:4	חֶשְׁבּוֹנָם	their reckoning	חשב	heuristic	(חָשַׁב) to think, suppose, devise, reckon; 
1	BOM	BOM alma 11:6	וְאָנְטִי	and an onti of	נטה	lamed-yod (yod hides the he)	(נָטָה) to stretch out, incline, turn aside
1	BOM	BOM alma 11:8	מִסְּנִינֵה	of a senine	מסה	heuristic	dissolve
1	BOM	BOM alma 11:15	הַסְּנוּם	of a senum		(no analysis)	
1	BOM	BOM alma 11:16	הַשִּׁבְלוֹן	of a shiblon	שבה	heuristic	to take captive; captivity
1	BOM	BOM alma 11:17	הַשִּׁבְּלוּם	of a shiblum	בלמ	strong	muzzle
1	BOM	BOM alma 11:19	וְאַנְטְיוֹן	and an antion of	נטה	heuristic	(נָטָה) to stretch out, incline, turn aside
1	BOM	BOM alma 11:19	כִּשְׁלֹשָׁה	is as three	שלש	strong	(שָׁלֹשׁ) three; (שְׁלֹשִׁים) thirty
1	BOM	BOM alma 11:19	שִׁבְלוֹנִים	shiblons	שבל	heuristic	train
1	BOM	BOM alma 11:21	וְזִיזְרוֹם	now Zeezrom was		(no analysis)	
1	BOM	BOM alma 11:23	תְנַסֵּנִי	tempt you me	נוס	hollow	to flee, escape
1	BOM	BOM alma 11:25	הָאָנְטִי	the onties	נטה	lamed-yod (yod hides the he)	(נָטָה) to stretch out, incline, turn aside
1	BOM	BOM alma 11:35	וְכָאִלּוּ	as though	אלו	strong	if
1	BOM	BOM alma 11:45	מִתְאַחֲדִים	uniting	אחד	heuristic	one, a single
1	BOM	BOM alma 12:4	וּלְרַמּוֹת	and to deceive	רומ	hollow	be high
1	BOM	BOM alma 12:5	צֹרְרְךָ	your adversary	צרר	heuristic	(צַר) adversary, enemy; (צֹר) Tyre; (צָרַר) 
1	BOM	BOM alma 12:9	כַּקֶּשֶׁב	according to the heed	קשב	strong	heed
1	BOM	BOM alma 12:14	נָעֵז	shall we dare	עוז	hollow	(עֹז) strength; (הֵעֵז) to dare; take refuge
1	BOM	BOM alma 12:14	לְהַסְתִּירֵנוּ	to hide us	סתר	strong	to hide, conceal; secret
1	BOM	BOM alma 12:20	אַנְטְיוֹנָה	that Antionah	נטה	lamed-yod (vav form)	(נָטָה) to stretch out, incline, turn aside
1	BOM	BOM alma 12:23	לִמְכַזֵּב	a liar	כזב	strong	unto the liar
1	BOM	BOM alma 14:6	לְהֵחָרֵשׁ	to be harrowed up	חרש	strong	to engrave, plough, devise; to be silent, de
1	BOM	BOM alma 14:10	וְנוֹשִׁיעֵם	and save them		(no analysis)	
1	BOM	BOM alma 14:18	עָנוּם	answered them	ענה	heuristic	(עָנָה) to answer; to afflict; (עֲנָוָה) hum
1	BOM	BOM alma 14:21	בְּהֵרָשְׁעֵנוּ	when we are damned	רשע	strong	wickedness
1	BOM	BOM alma 16:11	שִׁמְמַת	the desolation of	שממ	strong	stun
1	BOM	BOM alma 16:21	בְּהַשִּׂיגָהּ	having got	שוג	hollow (mater)	retreat
1	BOM	BOM alma 17:6	מַסְעוֹתֵיהֶם	their journeyings	נסע	heuristic	to pull up, set out, journey
1	BOM	BOM alma 17:14	וּבִשְׁדִידָתָם	and robbing	שדד	heuristic	(שֹׁדֵד) robber; (שָׁדַד) to plunder, lay wa
1	BOM	BOM alma 18:16	עַל־עֶדְרֶיךָ	your flocks	עלה	lamed-yod / III-he	(עָלָה) to go up, ascend; (עֹלָה) burnt offe
1	BOM	BOM alma 18:32	מַשְׁקִיף	looketh down	קופ	hollow (mater)	monkey
1	BOM	BOM alma 18:37	וְאֶת־כׇּל־עֻנְיָם	and all their sufferings	ענה	heuristic	(עָנָה) to answer; to afflict; (עֲנָוָה) hum
1	BOM	BOM alma 18:37	וְאֶת־תְּלָאוֹתָם	and their travail	תלה	heuristic	(תָּלָה) to hang
1	BOM	BOM alma 18:40	וּבָאֲרוֹ	and expounded	באר	strong	(בְּאֵר) well; (בֵּאֵר) to explain
1	BOM	BOM alma 18:41	רִחַמְתָּ	you have had	רחמ	strong	love
1	BOM	BOM alma 19:19	לַנֶּפִיִּי	that the Nephite	נופ	heuristic	quiver
1	BOM	BOM alma 19:21	בְּהָגִנּוֹ	while defending	הגנ	strong	
